"","measurementID","eventID","measurementType","measurementValue","measurementUnit","measurementMethod","measurementDeterminedDate","measurementRemarks"
"13","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T1_20100413_07_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T1_20100413","specific vegetation cover",4,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"14","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T1_20100413_08_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"15","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T1_20100413_09_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"16","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T1_20100413_10_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T1_20100413","specific vegetation cover",24,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"17","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T1_20100413_11_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T1_20100413","specific vegetation cover",30,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"18","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T1_20100415_01_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T1_20100415","specific vegetation cover",28,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"19","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T1_20100415_02_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T1_20100415","specific vegetation cover",4,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"20","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T1_20100415_03_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T1_20100415","specific vegetation cover",4,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"21","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T1_20100415_04_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T1_20100415","specific vegetation cover",2,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"22","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T1_20100415_05_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T1_20100415","specific vegetation cover",2,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"23","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T1_20100415_06_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T1_20100415","specific vegetation cover",4,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"24","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T1_20100415_07_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T1_20100415","specific vegetation cover",2,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"25","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T1_20100415_08_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T1_20100415","specific vegetation cover",6,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"26","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T1_20100415_09_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T1_20100415","specific vegetation cover",2,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"27","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T1_20100415_10_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T1_20100415","specific vegetation cover",88,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"28","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T1_20100415_11_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T1_20100415","specific vegetation cover",2,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"29","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1_20100413_01_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"30","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1_20100413_02_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1_20100413","specific vegetation cover",12,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"31","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1_20100413_03_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"32","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1_20100413_04_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"33","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1_20100413_05_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"34","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1_20100413_06_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"35","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1_20100413_07_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"36","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1_20100413_08_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"37","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1_20100413_09_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"38","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1_20100413_10_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T1_20100413","specific vegetation cover",72,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"39","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20100413_01_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20100413","specific vegetation cover",4,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"40","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20100413_02_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20100413","specific vegetation cover",4,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"41","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20100413_03_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20100413","specific vegetation cover",4,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"42","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20100413_04_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"43","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20100413_05_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"44","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20100413_06_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20100413","specific vegetation cover",4,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"45","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20100413_07_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"46","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20100413_08_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"47","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20100413_09_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20100413","specific vegetation cover",74,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"48","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20100413_10_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"49","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20100413_01_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20100413","specific vegetation cover",26,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"50","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20100413_02_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"51","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20100413_03_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"52","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20100413_04_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"53","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20100413_05_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20100413","specific vegetation cover",4,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"54","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20100413_06_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20100413","specific vegetation cover",6,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"55","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20100413_07_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"56","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20100413_08_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20100413","specific vegetation cover",70,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"57","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20100413_01_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20100413","specific vegetation cover",12,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"58","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20100413_02_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"59","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20100413_03_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"60","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20100413_04_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"61","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20100413_05_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20100413","specific vegetation cover",8,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"62","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20100413_06_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20100413","specific vegetation cover",6,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"63","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20100413_07_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"64","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20100413_08_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"65","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20100413_09_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20100413","specific vegetation cover",6,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"66","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20100413_10_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20100413","specific vegetation cover",4,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"67","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20100413_11_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A19_T1_20100413","specific vegetation cover",86,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"68","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20100413_01_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20100413","specific vegetation cover",12,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"69","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20100413_02_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20100413","specific vegetation cover",4,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"70","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20100413_03_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20100413","specific vegetation cover",14,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"71","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20100413_04_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"72","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20100413_05_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"73","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20100413_06_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A20_T1_20100413","specific vegetation cover",92,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"74","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20100413_01_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20100413","specific vegetation cover",20,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"75","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20100413_02_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"76","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20100413_03_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20100413","specific vegetation cover",4,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"77","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20100413_04_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20100413","specific vegetation cover",4,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"78","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20100413_05_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20100413","specific vegetation cover",2,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"79","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20100413_06_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20100413","specific vegetation cover",10,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"80","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20100413_07_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A21_T1_20100413","specific vegetation cover",88,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"81","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20100415_01_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20100415","specific vegetation cover",20,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"82","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20100415_02_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20100415","specific vegetation cover",2,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"83","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20100415_03_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20100415","specific vegetation cover",2,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"84","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20100415_04_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20100415","specific vegetation cover",2,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"85","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20100415_05_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20100415","specific vegetation cover",6,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"86","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20100415_06_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20100415","specific vegetation cover",14,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"87","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20100415_07_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20100415","specific vegetation cover",10,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"88","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20100415_08_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20100415","specific vegetation cover",8,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"89","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20100415_09_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20100415","specific vegetation cover",2,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"90","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20100415_10_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A22_T1_20100415","specific vegetation cover",98,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"91","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415_01_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415","specific vegetation cover",16,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"92","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415_02_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415","specific vegetation cover",2,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"93","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415_03_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415","specific vegetation cover",20,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"94","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415_04_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415","specific vegetation cover",2,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"95","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415_05_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415","specific vegetation cover",2,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"96","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415_06_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415","specific vegetation cover",2,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"97","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415_07_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415","specific vegetation cover",2,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"98","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415_08_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20100415","specific vegetation cover",78,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"99","CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20100415_01_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20100415","specific vegetation cover",18,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"100","CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20100415_02_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20100415","specific vegetation cover",10,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"101","CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20100415_03_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20100415","specific vegetation cover",4,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"102","CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20100415_04_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20100415","specific vegetation cover",8,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
"103","CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20100415_05_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20100415","specific vegetation cover",6,"percentage","Point-Quadrat","20100415","https://vocabs.lter-europe.net/envthes/en/page/20537"
